,genes_0,genes_1,x,y,cluster
179307,22523.371,20087.207,21857.0,6071.0,731.0
179308,21454.2,20271.914,21866.0,6357.0,725.0
179309,20128.72,22187.133,21860.0,8599.0,370.0
179310,19986.15,22503.004,21860.0,5537.0,359.0
179311,20732.35,21301.44,21861.0,5759.0,725.0
179312,20859.45,21175.812,21860.0,5896.0,725.0
179313,20449.9,21686.582,21865.0,6308.0,725.0
179314,21125.125,20554.58,21862.0,8346.0,725.0
179315,20761.545,21225.809,21861.0,4879.0,725.0
179316,20569.404,21535.365,21866.0,8378.0,725.0
179317,20183.107,21992.332,21864.0,5458.0,730.0
179318,20156.836,22325.598,21862.0,8960.0,517.0
179319,20947.43,21025.787,21866.0,6175.0,725.0
179321,21295.938,20457.32,21861.0,4989.0,725.0
179322,20703.94,21201.723,21866.0,5292.0,725.0
179323,22506.887,20131.73,21852.0,6243.0,731.0
179324,21583.666,20102.355,21870.0,8439.0,725.0
179325,20879.508,21172.23,21868.0,8470.0,725.0
179326,21792.766,20061.26,21866.0,5060.0,725.0
179327,20689.285,21327.244,21868.0,5864.0,725.0
179328,22137.455,20138.3,21871.0,6121.0,390.0
179329,22381.07,19940.475,21872.0,5406.0,731.0
179330,21142.844,20802.164,21869.0,6334.0,725.0
179331,22504.107,20053.758,21876.0,8634.0,731.0
179332,20879.041,21090.496,21864.0,5993.0,725.0
179333,21125.293,20713.977,21862.0,5269.0,725.0
179334,20202.096,22032.209,21870.0,5704.0,730.0
179335,21177.021,20830.756,21863.0,8578.0,725.0
179337,20398.906,21765.223,21870.0,5035.0,725.0
179338,20940.418,21065.697,21865.0,6207.0,725.0
179339,20737.441,21230.951,21869.0,8674.0,725.0
179340,21564.408,20077.342,21887.0,8748.0,725.0
179342,22133.734,19979.7,21865.0,5953.0,731.0
179343,21570.205,20123.95,21871.0,6378.0,391.0
179344,20696.457,21282.957,21872.0,8722.0,725.0
179345,20574.113,21513.21,21875.0,4901.0,725.0
179346,21555.39,20127.69,21848.0,5360.0,725.0
179347,20734.51,22258.219,21872.0,6152.0,392.0
179348,20961.205,22229.531,21873.0,9153.0,355.0
179349,20399.275,21762.795,21876.0,5818.0,725.0
179350,20453.229,21498.76,21875.0,6827.0,393.0
179351,21284.69,20604.258,21868.0,8774.0,725.0
179352,20836.72,21174.018,21879.0,8320.0,725.0
179353,21308.47,20564.123,21875.0,5124.0,725.0
179354,21866.016,19978.322,21874.0,5198.0,725.0
179355,21036.654,20922.412,21877.0,8849.0,725.0
179357,21873.096,20043.143,21875.0,5599.0,725.0
179358,20945.61,21936.795,21879.0,6292.0,394.0
179359,22024.902,20198.47,21876.0,8998.0,395.0
179360,19882.895,22678.984,21880.0,7303.0,444.0
179361,21461.348,20338.48,21891.0,8588.0,725.0
179362,20893.424,21953.89,21879.0,9062.0,496.0
179363,21867.17,20054.127,21867.0,5011.0,725.0
179364,22134.412,19970.451,21871.0,5096.0,731.0
179365,22342.93,20099.07,21884.0,6022.0,731.0
179366,20547.867,21537.531,21885.0,8392.0,725.0
179367,20360.27,21813.893,21887.0,8502.0,402.0
179369,21965.871,19992.482,21880.0,8700.0,396.0
179371,21511.61,20277.367,21906.0,8470.0,725.0
179372,20100.383,22319.258,21884.0,8885.0,517.0
179374,20259.588,21868.24,21882.0,5427.0,725.0
179375,20933.334,21040.654,21893.0,8538.0,725.0
179376,21687.412,20248.922,21890.0,8562.0,725.0
179377,20508.578,21597.697,21883.0,5876.0,725.0
179378,21447.402,20320.965,21884.0,5908.0,725.0
179379,21168.926,20766.773,21885.0,6336.0,725.0
179380,20996.51,22304.674,21883.0,9120.0,355.0
179381,21778.127,20089.04,21889.0,5239.0,725.0
179382,22128.91,20147.475,21866.0,6276.0,390.0
179383,20589.443,21396.172,21893.0,8358.0,725.0
179384,20815.156,21158.182,21895.0,5270.0,725.0
179385,22547.637,20064.344,21884.0,5309.0,731.0
179386,20948.037,21055.918,21887.0,5563.0,725.0
179389,20592.27,21533.996,21898.0,6173.0,725.0
179390,20237.006,21966.723,21891.0,4811.0,315.0
179391,20692.104,21328.352,21893.0,4970.0,725.0
179392,20514.217,21621.404,21889.0,5796.0,725.0
179393,21183.244,20805.012,21889.0,6193.0,725.0
179394,19970.223,22536.365,21885.0,7624.0,374.0
179395,20184.182,22032.506,21888.0,8294.0,397.0
179396,20919.15,21091.57,21899.0,8490.0,725.0
179397,20726.38,21279.291,21891.0,8807.0,725.0
179398,20567.318,22266.44,21891.0,9086.0,351.0
179399,21759.928,20006.152,21886.0,5687.0,725.0
179400,21789.732,20049.4,21884.0,5728.0,725.0
179401,20807.635,21194.23,21891.0,6402.0,725.0
179402,20531.975,21622.574,21890.0,8779.0,725.0
179403,20565.658,21200.814,21893.0,4910.0,398.0
179404,20857.275,20994.5,21891.0,5182.0,725.0
179405,20728.53,21244.766,21885.0,5367.0,725.0
179406,21298.453,20555.684,21882.0,5620.0,725.0
179407,20461.219,21697.508,21891.0,5935.0,725.0
179408,20986.654,21026.027,21891.0,6364.0,725.0
179410,19891.12,22660.506,21892.0,4881.0,399.0
179411,21134.58,20827.545,21892.0,5980.0,725.0
179412,20436.695,21742.969,21893.0,6100.0,725.0
179413,20678.064,21398.658,21899.0,6425.0,400.0
179414,20668.021,21301.012,21892.0,8831.0,725.0
179415,20087.627,22275.83,21896.0,6242.0,730.0
179416,20544.182,21469.842,21910.0,8141.0,725.0
179417,21327.896,20582.723,21890.0,8668.0,725.0
179419,20603.863,21480.086,21899.0,5039.0,725.0
179420,21664.625,20549.578,21893.0,6214.0,401.0
179421,20515.379,21634.914,21895.0,8310.0,725.0
179422,20901.402,21034.236,21897.0,5586.0,725.0
179423,20827.326,21098.1,21897.0,5834.0,725.0
179424,20212.88,22056.7,21897.0,6064.0,730.0
179425,21030.777,20952.83,21911.0,6444.0,725.0
179426,20267.828,22072.13,21897.0,5530.0,730.0
179427,22327.018,19957.98,21901.0,5504.0,731.0
179428,20443.242,21643.578,21901.0,5394.0,725.0
179429,20928.0,21023.621,21900.0,5053.0,725.0
179430,21188.502,20682.803,21907.0,5282.0,725.0
179431,19892.518,22658.701,21903.0,7213.0,444.0
179432,20303.031,21952.24,21902.0,8605.0,402.0
179434,20506.084,21444.266,21903.0,5436.0,725.0
179435,22347.99,19993.773,21883.0,5464.0,731.0
179436,20714.121,21281.268,21908.0,8916.0,725.0
179437,21051.334,20841.996,21905.0,5001.0,725.0
179438,20270.928,21973.541,21903.0,5203.0,730.0
179439,20198.625,22036.936,21903.0,5379.0,730.0
179440,21456.799,20334.248,21911.0,6495.0,725.0
179441,20280.08,21784.473,21903.0,8950.0,402.0
179442,21532.27,20261.113,21913.0,8339.0,725.0
179443,20153.555,22153.518,21906.0,5719.0,730.0
179444,20520.16,21563.95,21907.0,5794.0,725.0
179445,19894.438,22654.82,21907.0,7279.0,444.0
179446,19885.37,22673.244,21903.0,7621.0,444.0
179447,20510.42,21627.664,21906.0,4982.0,725.0
179448,20361.816,21748.195,21908.0,5331.0,725.0
179449,21377.037,20475.783,21909.0,5602.0,725.0
179450,22340.104,19983.639,21887.0,5761.0,731.0
179451,22081.295,20223.955,21911.0,6149.0,403.0
179452,21702.67,19971.305,21904.0,8722.0,382.0
179454,21332.488,20539.31,21897.0,5022.0,725.0
179455,21486.205,20290.951,21912.0,6466.0,725.0
179456,21284.271,20555.215,21912.0,8295.0,725.0
179457,21397.293,20456.432,21905.0,5244.0,725.0
179458,19979.62,22518.113,21907.0,5975.0,730.0
179459,20222.256,21950.742,21911.0,5990.0,383.0
179460,20138.965,22166.025,21911.0,8108.0,404.0
179461,20258.666,21926.52,21908.0,8977.0,402.0
179462,22147.332,19996.408,21902.0,5351.0,731.0
179463,21112.59,20834.479,21910.0,6562.0,725.0
179464,20925.535,20985.643,21911.0,5863.0,405.0
179465,20753.055,21208.42,21910.0,8684.0,725.0
179466,21065.035,20867.305,21914.0,5926.0,725.0
179467,21413.387,20438.738,21914.0,6055.0,725.0
179468,22227.857,20085.633,21905.0,8386.0,731.0
179469,21169.285,20761.85,21905.0,5890.0,725.0
179470,21086.33,20856.133,21907.0,8511.0,725.0
179471,21502.762,20361.596,21914.0,8264.0,725.0
179472,20473.07,21622.844,21913.0,5647.0,725.0
179473,22147.36,19997.764,21916.0,5691.0,731.0
179474,20561.44,21580.227,21914.0,6226.0,725.0
179475,22395.094,20131.18,21925.0,6532.0,731.0
179477,22538.975,20320.46,21897.0,5153.0,406.0
179478,21897.021,20017.35,21922.0,5528.0,725.0
179479,21713.139,20021.666,21911.0,5630.0,725.0
179481,22559.928,20067.717,21925.0,5082.0,731.0
179482,20354.43,21963.076,21918.0,5128.0,407.0
179483,21994.912,20562.047,21913.0,9065.0,408.0
179484,21063.572,20923.691,21917.0,5064.0,725.0
179485,21890.555,20130.162,21944.0,6215.0,731.0
179486,21841.213,20063.355,21920.0,8450.0,725.0
179487,22128.94,19998.256,21920.0,8237.0,526.0
179488,21002.502,20950.705,21920.0,8369.0,725.0
179489,20704.502,21281.432,21918.0,8754.0,725.0
179491,21025.445,20929.215,21915.0,5481.0,725.0
179492,20317.482,21823.377,21915.0,6182.0,512.0
179493,21532.947,20169.148,21931.0,5456.0,725.0
179494,20466.855,21666.502,21920.0,5845.0,725.0
179495,22275.62,20041.09,21937.0,8578.0,731.0
179496,22119.588,19941.957,21911.0,5554.0,731.0
179497,20341.967,21885.879,21927.0,5828.0,512.0
179498,21999.738,20566.91,21902.0,6271.0,409.0
179499,21005.814,22413.496,21919.0,6305.0,410.0
179500,21202.68,20714.36,21915.0,8794.0,725.0
179501,20535.11,21594.7,21918.0,8839.0,725.0
179502,21526.904,20153.13,21909.0,5947.0,725.0
179503,22204.703,20058.328,21917.0,6397.0,377.0
179505,21581.355,20293.814,21923.0,8526.0,725.0
179506,22454.428,19993.46,21933.0,5249.0,731.0
179507,21682.402,19960.764,21928.0,5743.0,725.0
179508,22499.111,20253.283,21910.0,6347.0,411.0
179509,20194.727,22099.336,21921.0,8550.0,433.0
179510,21403.688,20465.305,21930.0,5963.0,725.0
179511,21768.277,20197.797,21932.0,6433.0,412.0
179512,20322.54,21901.58,21925.0,6735.0,730.0
179513,20184.41,22097.518,21923.0,5002.0,730.0
179514,20585.656,21541.354,21923.0,5024.0,725.0
179515,20566.701,21515.45,21927.0,5301.0,725.0
179516,21033.068,20812.977,21926.0,8604.0,725.0
179518,22290.844,20064.83,21926.0,6577.0,731.0
179519,21309.512,20523.553,21921.0,6086.0,725.0
179520,21666.09,20028.107,21914.0,8660.0,382.0
179521,21872.297,19961.064,21927.0,5208.0,725.0
179522,21069.688,20860.143,21927.0,6717.0,725.0
179523,21015.678,20724.943,21930.0,8698.0,413.0
179524,20299.951,21935.305,21930.0,8877.0,402.0
179525,21170.771,20844.652,21937.0,5587.0,725.0
179526,20534.12,21955.932,21935.0,6278.0,414.0
179527,20856.477,21089.277,21939.0,8422.0,725.0
179528,21754.045,20035.617,21924.0,5391.0,725.0
179529,20051.918,22360.473,21930.0,5513.0,350.0
179530,21516.273,20335.248,21937.0,6604.0,725.0
179531,22437.668,20081.545,21933.0,6627.0,731.0
179532,20215.7,22311.416,21930.0,8933.0,517.0
179533,21160.55,20768.787,21935.0,5048.0,725.0
179534,21211.846,20626.578,21931.0,5892.0,725.0
179535,21993.475,20073.814,21920.0,6118.0,731.0
179536,20181.344,22103.488,21931.0,8435.0,433.0
179537,21279.717,20649.252,21924.0,8739.0,725.0
179538,21700.053,20005.67,21942.0,5660.0,725.0
179540,20785.834,21824.373,21932.0,5172.0,415.0
179541,20150.533,22131.453,21933.0,5782.0,730.0
179542,22142.459,20073.7,21918.0,8633.0,334.0
179543,20179.398,22054.281,21937.0,5798.0,730.0
179544,20454.363,21646.543,21936.0,5858.0,725.0
179545,21942.615,20087.455,21943.0,8630.0,416.0
179547,20639.125,22274.887,21936.0,4924.0,417.0
179548,21011.395,22437.084,21940.0,5149.0,418.0
179549,22519.197,20089.11,21946.0,8127.0,419.0
179550,21915.154,20095.95,21936.0,8323.0,526.0
179551,20405.611,21808.229,21939.0,8896.0,420.0
179552,21227.8,20699.535,21926.0,5427.0,725.0
179553,21593.953,20148.729,21919.0,6013.0,725.0
179554,20653.81,21464.533,21938.0,6166.0,421.0
179555,20778.465,21186.838,21936.0,6192.0,725.0
179556,20905.121,21063.633,21942.0,8403.0,725.0
179557,21362.127,20527.857,21924.0,8766.0,725.0
179558,21747.477,20138.053,21944.0,6685.0,422.0
179559,20482.092,21586.22,21933.0,8289.0,725.0
179560,21174.46,20692.348,21942.0,8376.0,725.0
179561,22299.754,20009.918,21941.0,5334.0,731.0
179562,20717.016,21217.135,21937.0,8269.0,423.0
179563,20609.904,21414.873,21935.0,8502.0,725.0
179564,20147.107,22164.883,21940.0,5367.0,730.0
179565,21385.832,20457.225,21940.0,5693.0,725.0
179566,20729.516,21206.654,21944.0,5727.0,725.0
179567,20508.434,21625.236,21943.0,8220.0,725.0
179568,21070.71,20812.066,21953.0,8364.0,725.0
179569,20966.303,20990.053,21949.0,5533.0,725.0
179570,21615.764,20188.281,21944.0,5974.0,725.0
179571,20576.803,21531.64,21952.0,6043.0,725.0
179574,21144.912,20667.887,21950.0,5814.0,725.0
179575,21069.814,20838.197,21946.0,6325.0,725.0
179576,21069.643,20723.918,21938.0,6368.0,725.0
179577,20893.281,21073.598,21940.0,8474.0,725.0
179578,20956.133,22135.105,21938.0,9016.0,424.0
179579,21113.457,20706.373,21959.0,5564.0,725.0
179580,20002.977,22474.898,21943.0,6079.0,730.0
179581,20940.121,20977.059,21934.0,6242.0,725.0
179582,20983.457,20868.723,21946.0,8087.0,425.0
179583,20181.992,22104.195,21944.0,5271.0,730.0
179584,21586.377,20187.25,21954.0,8448.0,725.0
179585,21146.004,20702.566,21951.0,8793.0,725.0
179586,21227.877,20635.037,21946.0,6707.0,725.0
179587,21304.314,20408.396,21949.0,8553.0,725.0
179588,20922.508,20994.219,21945.0,6393.0,725.0
179589,21005.027,20905.049,21955.0,6846.0,725.0
179590,19890.814,22662.287,21947.0,7252.0,444.0
179591,20875.012,22249.91,21943.0,8991.0,426.0
179592,20139.969,22227.957,21946.0,4959.0,343.0
179593,21358.16,20799.791,21946.0,4976.0,427.0
179594,20578.566,21453.55,21942.0,5229.0,725.0
179595,21037.422,20953.912,21947.0,8534.0,725.0
179597,20995.807,20880.275,21950.0,5290.0,725.0
179598,21135.441,20714.496,21951.0,5843.0,725.0
179599,20688.852,21291.352,21945.0,6457.0,428.0
179600,20957.303,20983.305,21948.0,8236.0,725.0
179601,22425.635,20021.842,21958.0,5932.0,731.0
179603,20736.729,21194.197,21947.0,6061.0,725.0
179604,20212.51,22095.46,21948.0,8951.0,433.0
179605,22395.465,20113.32,21934.0,6488.0,731.0
179606,21151.496,20722.814,21958.0,6654.0,725.0
179607,21708.533,20595.258,21945.0,5116.0,429.0
179608,20832.443,21185.188,21953.0,5176.0,725.0
179609,20135.41,22154.248,21951.0,5455.0,730.0
179610,20149.18,22166.152,21953.0,5893.0,730.0
179611,20852.531,21077.541,21949.0,6259.0,725.0
179612,22003.193,20075.797,21959.0,8204.0,526.0
179613,20432.379,21713.934,21956.0,6152.0,725.0
179614,22404.352,20071.023,21947.0,8714.0,731.0
179615,21603.107,20150.912,21961.0,5077.0,725.0
179616,20061.707,22363.281,21953.0,5512.0,350.0
179617,20767.744,21150.49,21952.0,6570.0,430.0
179619,21227.604,20721.463,21970.0,6012.0,725.0
179620,20837.834,21041.441,21962.0,8587.0,725.0
179621,21008.39,20853.566,21948.0,5354.0,725.0
179622,20999.617,20873.379,21961.0,5403.0,725.0
179623,20215.44,22067.338,21956.0,5428.0,730.0
179624,22277.963,19954.0,21954.0,5618.0,731.0
179625,20293.643,21980.637,21955.0,8512.0,402.0
179626,22339.24,19916.51,21965.0,8671.0,731.0
179628,21322.602,20592.7,21952.0,6299.0,725.0
179630,21208.92,20747.266,21956.0,5757.0,725.0
179631,20907.969,21989.748,21960.0,8970.0,496.0
179632,21461.607,20605.174,21958.0,5004.0,431.0
179633,20288.318,21928.248,21960.0,6418.0,730.0
179634,21425.857,20447.012,21957.0,8273.0,432.0
179637,21176.473,20733.977,21965.0,5381.0,725.0
179638,21956.096,20055.28,21968.0,6199.0,731.0
179639,20168.994,22178.203,21962.0,6365.0,730.0
179640,20322.924,21947.697,21962.0,6473.0,730.0
179641,20371.125,21828.525,21962.0,5275.0,725.0
179642,20828.23,21118.209,21964.0,6344.0,725.0
179643,20849.61,21098.508,21966.0,8860.0,725.0
179644,20467.453,21726.846,21960.0,5712.0,725.0
179645,20992.367,20933.803,21958.0,6588.0,725.0
179646,21545.799,20230.488,21966.0,8397.0,725.0
179647,20879.938,21026.713,21965.0,8612.0,725.0
179648,20564.432,21510.45,21965.0,8637.0,725.0
179649,21022.287,20862.014,21971.0,8704.0,725.0
179650,20219.785,22089.41,21965.0,8824.0,433.0
179651,21638.355,20052.8,21957.0,5047.0,725.0
179652,20884.941,21049.152,21964.0,8246.0,725.0
179653,21911.838,19993.672,21968.0,5686.0,725.0
179654,20519.629,21555.373,21964.0,6634.0,725.0
179656,21420.873,20454.578,21962.0,5783.0,725.0
179657,20996.668,20765.545,21965.0,5986.0,725.0
179658,20163.988,22125.816,21962.0,6071.0,730.0
179659,21573.018,20314.992,21973.0,6390.0,725.0
179660,21156.055,20708.725,21981.0,6610.0,725.0
179661,20344.82,21822.98,21962.0,8299.0,402.0
179662,21524.902,20530.307,21966.0,8902.0,434.0
179663,20276.426,22032.97,21971.0,5316.0,730.0
179664,22248.2,20129.033,21972.0,6552.0,731.0
179665,20489.375,21526.209,21967.0,8142.0,725.0
179666,21855.771,19987.027,21974.0,5586.0,725.0
179667,21286.64,20468.547,21965.0,5820.0,725.0
179668,21256.041,20592.363,21954.0,6103.0,725.0
179669,21108.703,20694.65,21973.0,8174.0,725.0
179670,21099.26,20779.76,21972.0,5459.0,725.0
179671,20273.652,21955.344,21971.0,5540.0,730.0
179672,22011.39,20126.488,21971.0,6268.0,731.0
179673,20235.297,22081.383,21970.0,6655.0,730.0
179674,19913.361,22625.229,21969.0,7921.0,444.0
179675,22073.574,20121.736,21969.0,8345.0,526.0
179676,20660.287,22252.762,21971.0,4989.0,417.0
179677,22301.053,20014.559,21980.0,5121.0,731.0
179678,22086.498,19964.258,21963.0,5212.0,731.0
179679,21534.648,20253.645,21970.0,6703.0,725.0
179680,21517.162,20316.453,21969.0,8078.0,725.0
179681,20326.703,21841.11,21975.0,6121.0,512.0
179682,20953.502,20911.807,21972.0,8425.0,725.0
179683,20338.982,21949.805,21973.0,8501.0,402.0
179684,20948.23,20954.39,21972.0,5148.0,725.0
179685,20012.355,22455.693,21974.0,5884.0,730.0
179688,21693.818,20011.508,21973.0,5854.0,725.0
179689,21124.83,20791.998,21979.0,6676.0,725.0
179690,20982.922,20926.383,21981.0,8514.0,725.0
179691,22108.852,19985.117,21984.0,6053.0,731.0
179692,22134.848,19965.527,21966.0,5491.0,731.0
179693,21851.979,20011.654,21987.0,5718.0,725.0
179694,20697.414,21219.488,21971.0,5746.0,725.0
179695,20164.816,22141.178,21977.0,6413.0,730.0
179696,22021.836,20094.682,21979.0,8283.0,526.0
179697,20921.662,21961.055,21979.0,8938.0,496.0
179698,20468.615,21629.092,21983.0,5289.0,725.0
179699,20407.982,21672.828,21984.0,7816.0,435.0
179701,22253.674,19998.541,21988.0,8548.0,731.0
179702,20467.959,21412.908,21978.0,8805.0,436.0
179703,20941.783,21981.379,21977.0,5007.0,437.0
179704,21527.584,20263.576,21989.0,6305.0,725.0
179705,20495.475,21588.729,21972.0,6435.0,725.0
179706,21888.61,20096.111,21989.0,6746.0,513.0
179707,22200.504,20081.506,21990.0,6789.0,438.0
179708,20383.805,21839.15,21983.0,7212.0,439.0
179709,22278.168,19945.938,21986.0,8612.0,731.0
179710,19992.066,22496.758,21981.0,4934.0,359.0
179711,20881.324,21022.594,21973.0,5265.0,725.0
179712,20662.633,21305.055,21987.0,7253.0,440.0
179713,21035.09,20913.688,21981.0,8738.0,725.0
179714,20881.46,22108.02,21983.0,6360.0,441.0
179715,20947.404,22055.908,21983.0,6481.0,442.0
179716,21615.89,20191.312,21972.0,8113.0,725.0
179717,20795.994,21130.498,21986.0,8384.0,725.0
179719,20943.914,20964.133,21990.0,5245.0,725.0
179720,21280.578,20643.803,21989.0,8052.0,443.0
179721,20588.727,21372.244,21989.0,8446.0,725.0
179722,22483.773,20079.031,21974.0,8476.0,731.0
179723,20123.254,22232.107,21983.0,5979.0,730.0
179724,21273.727,20547.758,21983.0,6162.0,725.0
179725,19898.18,22646.83,21987.0,7905.0,444.0
179726,21223.475,20685.12,21981.0,8568.0,725.0
179727,22091.479,19996.045,21986.0,5092.0,731.0
179728,20452.768,21638.701,21986.0,5557.0,725.0
179729,20253.205,22047.557,21989.0,5811.0,730.0
179731,21506.822,20451.0,21993.0,8174.0,725.0
179733,21460.979,20373.434,21998.0,5439.0,725.0
179734,19985.432,22506.625,21989.0,6098.0,730.0
179735,21078.232,20781.633,21981.0,6453.0,725.0
179736,21826.576,20148.734,21986.0,6830.0,513.0
179737,21497.834,20395.012,21986.0,8220.0,725.0
179738,21485.55,20262.404,21998.0,5667.0,725.0
179739,20539.158,21501.37,21987.0,6081.0,725.0
179740,20338.95,21886.527,21988.0,8869.0,402.0
179741,21036.572,20896.908,21995.0,8195.0,425.0
179742,22586.924,20091.938,21982.0,5638.0,731.0
179743,21246.168,20587.793,21983.0,5783.0,725.0
179744,21203.766,20614.13,21988.0,6630.0,725.0
179745,20258.713,22043.627,21994.0,6656.0,730.0
179746,19886.852,22669.557,21993.0,7738.0,444.0
179747,21506.15,20264.508,21995.0,5132.0,445.0
179748,22386.889,19949.459,21974.0,5178.0,731.0
179749,20223.625,22125.31,21992.0,5481.0,730.0
179750,20977.113,20951.398,21994.0,8907.0,725.0
179751,21856.896,19992.344,21992.0,5934.0,725.0
179752,20683.307,21293.682,21999.0,6689.0,428.0
179753,20907.63,20943.154,21996.0,6720.0,725.0
179754,20892.494,21009.188,22001.0,5201.0,725.0
179755,20341.848,21895.395,21989.0,8494.0,402.0
179756,21566.814,20495.688,22003.0,5039.0,446.0
179757,21546.973,20273.385,22004.0,6029.0,725.0
179758,21937.371,19995.984,21990.0,5375.0,725.0
179759,20656.947,21255.73,22000.0,8814.0,725.0
179761,21503.176,20409.666,21997.0,6852.0,447.0
179762,20681.582,21130.393,22001.0,7812.0,448.0
179763,20692.75,21240.832,21998.0,8335.0,423.0
179764,21577.629,20291.826,21998.0,8361.0,725.0
179765,21620.752,20080.6,22004.0,8431.0,725.0
179766,20477.855,21599.941,22000.0,5460.0,725.0
179767,20748.025,21183.52,21997.0,6117.0,725.0
179768,20582.824,21381.996,22003.0,6218.0,725.0
179769,20952.363,20909.41,21991.0,6247.0,725.0
179770,21371.814,20451.984,22007.0,8020.0,449.0
179771,22259.809,20076.713,21998.0,8247.0,731.0
179772,20201.545,22186.613,21998.0,5275.0,730.0
179773,20771.502,21154.275,22001.0,5528.0,725.0
179774,21591.238,20223.545,21997.0,5893.0,725.0
179775,21251.395,20566.84,22004.0,6143.0,725.0
179776,20269.658,22009.023,22004.0,7207.0,730.0
179777,22452.318,20058.738,22009.0,8603.0,731.0
179778,22332.57,20005.625,22008.0,8679.0,731.0
179779,20297.045,21940.861,22000.0,5311.0,730.0
179780,20868.33,20998.22,21997.0,5604.0,725.0
179781,21179.918,20656.318,22001.0,6400.0,725.0
179782,21789.658,20061.535,22010.0,6764.0,450.0
179783,20620.662,21435.78,22003.0,8719.0,725.0
179785,22340.863,20106.03,22002.0,6585.0,731.0
179786,21743.02,20116.107,22018.0,5578.0,725.0
179787,20494.162,21598.613,21998.0,6562.0,725.0
179788,21837.094,20158.256,21999.0,8312.0,451.0
179789,21534.54,20300.066,22004.0,5745.0,725.0
179790,20236.793,22083.523,21996.0,6321.0,730.0
179791,20938.445,21012.863,22008.0,6348.0,725.0
179792,20175.947,22133.377,22004.0,6459.0,730.0
179793,22440.842,20084.258,22010.0,6873.0,731.0
179794,22365.18,20107.041,22005.0,8135.0,731.0
179795,20227.188,22147.297,22007.0,5687.0,730.0
179796,21051.898,20799.32,22015.0,6173.0,725.0
179797,20154.365,22206.023,22008.0,6305.0,730.0
179798,22638.934,20117.773,22023.0,7808.0,731.0
179799,20781.365,21174.96,22008.0,8516.0,725.0
179800,20129.2,22270.61,22010.0,5477.0,730.0
179801,20502.213,21599.834,21998.0,6438.0,725.0
179802,22526.768,20315.336,21983.0,6508.0,452.0
179803,20820.396,21032.812,22013.0,6835.0,725.0
179804,22121.992,20026.232,22006.0,5778.0,731.0
179805,21688.229,20230.533,22006.0,6537.0,725.0
179806,20876.348,20973.791,22006.0,8538.0,725.0
179807,22438.273,20036.955,22011.0,5153.0,731.0
179808,22115.568,20075.395,22003.0,5837.0,731.0
179809,20767.08,21189.234,22012.0,6663.0,430.0
179810,21853.377,20048.9,22011.0,8462.0,725.0
179811,20518.514,21505.324,22010.0,5178.0,725.0
179812,21377.477,20532.826,22014.0,5226.0,453.0
179813,22592.734,20092.4,22014.0,5322.0,731.0
179814,20516.256,21598.855,22016.0,5552.0,725.0
179815,21364.434,20475.686,22010.0,5820.0,725.0
179816,20868.072,20983.732,22009.0,8003.0,454.0
179817,21804.355,20019.113,22015.0,8636.0,725.0
179818,19953.52,22560.035,22015.0,4802.0,455.0
179819,20733.46,21188.723,22011.0,5394.0,725.0
179820,20465.201,21640.793,22011.0,5502.0,725.0
179821,21847.783,19927.674,22019.0,5699.0,725.0
179822,22695.0,20147.236,22029.0,6029.0,456.0
179823,21145.047,20539.314,22024.0,6615.0,725.0
179824,20435.867,21716.88,22017.0,6793.0,457.0
179825,20030.582,22415.766,22014.0,7261.0,458.0
179826,20262.543,22104.553,22010.0,8164.0,459.0
179827,20802.77,21038.168,22018.0,8277.0,725.0
179828,20072.658,22379.12,22013.0,8774.0,517.0
179829,20712.15,21050.717,22013.0,6200.0,725.0
179830,20442.668,21707.564,22011.0,6635.0,457.0
179831,20502.924,21401.053,22027.0,6965.0,460.0
179832,21056.422,20751.963,22026.0,7932.0,461.0
179833,20567.523,21386.164,22014.0,8899.0,725.0
179834,22406.373,20029.818,22024.0,5253.0,731.0
179835,21152.312,20760.807,22031.0,5418.0,725.0
179836,20401.457,21825.326,22016.0,6285.0,462.0
179837,20262.02,22025.314,22011.0,8855.0,433.0
179838,22046.656,19898.248,22012.0,5929.0,463.0
179839,20081.549,22249.309,22019.0,6226.0,730.0
179840,20841.139,21038.8,22015.0,6724.0,725.0
179841,21507.18,20354.314,22029.0,6239.0,464.0
179842,20470.062,21552.822,22023.0,6359.0,725.0
179843,20646.338,21275.795,22023.0,8743.0,725.0
179844,20776.91,21049.066,22018.0,5366.0,465.0
179845,20709.611,21148.367,22013.0,6069.0,725.0
179846,20583.51,21318.914,22014.0,6092.0,725.0
179847,20024.395,22414.152,22017.0,6120.0,730.0
179848,21005.312,20746.678,22024.0,8326.0,725.0
179849,20318.68,21938.23,22018.0,8794.0,402.0
179851,21155.766,20670.816,22019.0,5959.0,725.0
179852,20097.475,22327.053,22024.0,6267.0,730.0
179853,20506.92,21471.316,22024.0,8089.0,725.0
179854,21026.691,20829.53,22029.0,8357.0,725.0
179855,20747.988,21009.775,22023.0,8831.0,466.0
179856,21053.705,20705.816,22022.0,5451.0,725.0
179857,21777.281,20057.385,22029.0,5528.0,725.0
179858,22492.033,20056.37,22021.0,8398.0,731.0
179859,21892.27,19999.102,22028.0,8583.0,725.0
179860,21019.143,22465.271,22029.0,8869.0,467.0
179861,22189.424,20064.918,22035.0,6889.0,438.0
179862,21762.951,20115.105,22019.0,5639.0,725.0
