,genes_0,genes_1,x,y,cluster
178486,20927.23,20835.36,21572.0,4995.0,725.0
178487,21039.453,22540.266,21583.0,5041.0,310.0
178488,20854.723,21002.44,21573.0,5434.0,725.0
178489,20840.398,21034.133,21569.0,8872.0,725.0
178490,20410.775,21500.354,21572.0,5131.0,725.0
178491,20437.373,21468.652,21578.0,5495.0,725.0
178492,20894.504,20993.25,21581.0,9582.0,298.0
178494,20897.846,22208.82,21575.0,5316.0,308.0
178495,21244.361,20569.807,21580.0,8775.0,725.0
178496,20817.984,20984.252,21575.0,9085.0,725.0
178497,20766.715,21025.451,21578.0,9216.0,725.0
178498,21743.227,20121.385,21571.0,8847.0,725.0
178499,20855.967,20970.145,21579.0,5250.0,725.0
178500,21821.79,20108.725,21588.0,9121.0,382.0
178501,20311.998,21712.879,21583.0,5556.0,725.0
178502,20239.262,21937.893,21580.0,5146.0,730.0
178503,22485.842,20250.06,21575.0,5668.0,311.0
178506,21075.63,20725.56,21575.0,5230.0,725.0
178507,20666.97,21445.133,21585.0,8687.0,312.0
178508,20965.564,20787.951,21589.0,8710.0,313.0
178509,20632.47,22195.482,21584.0,5075.0,314.0
178510,20810.648,21008.97,21588.0,5098.0,725.0
178511,20910.473,20996.348,21582.0,4712.0,332.0
178512,20537.148,21336.873,21583.0,5400.0,725.0
178513,21231.84,20546.236,21581.0,5776.0,725.0
178514,22306.66,20068.402,21583.0,8893.0,731.0
178515,20231.809,21960.137,21584.0,4662.0,315.0
178516,20558.123,21539.768,21581.0,5634.0,725.0
178517,21203.363,20580.03,21583.0,9330.0,725.0
178518,22284.01,20094.338,21595.0,8755.0,731.0
178519,21507.527,20196.871,21600.0,9391.0,185.0
178520,21024.82,22488.78,21578.0,9612.0,363.0
178521,20454.316,21494.219,21587.0,5514.0,725.0
178522,21141.783,20662.387,21593.0,5539.0,725.0
178523,22568.574,20083.713,21565.0,8945.0,273.0
178525,21082.537,20781.504,21593.0,5577.0,316.0
178527,20020.828,22454.865,21589.0,9299.0,305.0
178528,21492.748,20129.914,21589.0,4737.0,725.0
178529,22085.45,19905.984,21588.0,4765.0,731.0
178530,22071.543,19961.908,21585.0,4901.0,731.0
178531,21044.523,20704.422,21595.0,5758.0,317.0
178532,21544.887,20079.314,21595.0,4806.0,725.0
178533,20491.652,21478.814,21593.0,4826.0,725.0
178534,21418.875,20256.191,21590.0,4954.0,725.0
178535,21011.264,22459.82,21585.0,5022.0,310.0
178536,20677.053,21203.195,21587.0,5482.0,725.0
178537,20894.42,22190.248,21592.0,5062.0,308.0
178538,20400.51,21626.37,21593.0,8613.0,725.0
178540,22164.0,19954.727,21590.0,8984.0,318.0
178541,20397.822,21543.746,21593.0,9101.0,725.0
178542,20006.678,22484.182,21592.0,9144.0,305.0
178544,20621.623,21260.824,21592.0,5192.0,725.0
178545,20507.113,21509.332,21596.0,5269.0,725.0
178546,22338.926,19949.273,21585.0,9048.0,254.0
178548,21907.92,20133.97,21590.0,8804.0,725.0
178551,21387.254,20294.342,21591.0,5607.0,725.0
178552,21849.484,20137.88,21599.0,8669.0,725.0
178553,20440.338,21497.96,21600.0,8874.0,725.0
178554,22111.293,20015.012,21597.0,9257.0,327.0
178555,20658.826,21518.24,21598.0,9450.0,725.0
178558,20701.629,21285.941,21598.0,5233.0,725.0
178559,20197.547,21946.992,21598.0,5367.0,730.0
178560,21012.645,22465.775,21588.0,9646.0,363.0
178561,20281.547,21822.328,21601.0,8586.0,402.0
178562,20463.139,21495.736,21602.0,5313.0,725.0
178563,20650.373,21259.129,21596.0,5442.0,725.0
178564,21893.146,20192.66,21586.0,9506.0,725.0
178565,22482.816,20116.744,21610.0,5679.0,731.0
178566,20822.516,21772.418,21606.0,5334.0,307.0
178567,22086.908,19912.248,21596.0,9193.0,327.0
178568,21068.363,20589.2,21601.0,9531.0,725.0
178569,21220.262,20650.309,21604.0,9556.0,319.0
178570,21633.506,20099.049,21612.0,5106.0,725.0
178572,20132.537,22181.635,21602.0,8954.0,360.0
178573,20510.986,21440.42,21602.0,9320.0,725.0
178575,20923.01,20866.066,21605.0,5520.0,725.0
178576,20238.49,21897.531,21606.0,8697.0,402.0
178578,20839.68,21038.127,21596.0,4847.0,332.0
178580,21650.982,20110.988,21609.0,4681.0,725.0
178581,21177.67,20567.662,21623.0,5404.0,725.0
178583,20273.064,21882.117,21601.0,8910.0,402.0
178584,20299.58,21779.666,21614.0,8487.0,402.0
178585,21824.781,19965.992,21599.0,8934.0,382.0
178586,22089.28,19956.53,21612.0,4910.0,731.0
178587,21838.682,19964.527,21616.0,4943.0,320.0
178588,20279.121,21810.654,21608.0,9109.0,237.0
178589,20841.791,21062.398,21612.0,4721.0,332.0
178590,21336.125,20355.96,21614.0,4744.0,725.0
178591,21700.053,20039.611,21606.0,5163.0,725.0
178592,20969.63,20922.477,21607.0,9064.0,725.0
178593,20746.629,21060.125,21606.0,9084.0,725.0
178594,20706.578,21069.246,21612.0,4871.0,725.0
178595,20145.443,22121.898,21611.0,9039.0,360.0
178596,22251.438,19989.254,21613.0,4786.0,321.0
178597,21139.2,20909.045,21613.0,5472.0,322.0
178599,21086.182,20783.414,21611.0,8720.0,323.0
178600,22132.629,20123.541,21622.0,8802.0,725.0
178601,22256.156,20069.87,21612.0,8840.0,731.0
178602,20403.705,22141.895,21612.0,5081.0,324.0
178603,22053.54,20038.709,21617.0,4984.0,731.0
178604,20830.506,20938.568,21615.0,9000.0,725.0
178606,21556.445,20247.52,21624.0,8738.0,725.0
178607,21677.2,20033.895,21612.0,5267.0,725.0
178608,22302.594,20170.17,21617.0,9583.0,288.0
178610,21512.242,20679.008,21625.0,5500.0,325.0
178611,22014.44,20054.54,21624.0,8654.0,725.0
178612,21581.771,20096.229,21618.0,8782.0,725.0
178613,20515.559,21491.965,21617.0,9016.0,725.0
178614,21055.084,20826.135,21619.0,9165.0,725.0
178615,20435.34,21607.338,21617.0,9237.0,725.0
178616,20068.51,22300.883,21619.0,5439.0,730.0
178617,21608.096,20056.832,21615.0,5607.0,725.0
178618,20598.844,21310.26,21620.0,5210.0,725.0
178619,20601.371,21352.809,21621.0,5298.0,725.0
178620,19906.27,22635.807,21622.0,8320.0,326.0
178622,21967.902,20057.324,21617.0,5802.0,731.0
178623,21126.34,20685.365,21628.0,5133.0,725.0
178624,20468.467,21491.34,21623.0,8920.0,725.0
178625,22096.932,19930.059,21619.0,9217.0,327.0
178626,21353.453,20465.09,21623.0,4584.0,255.0
178627,20991.168,22299.635,21613.0,9619.0,328.0
178628,20557.42,21494.885,21626.0,5631.0,725.0
178629,22518.242,20089.05,21622.0,5770.0,731.0
178630,21019.305,20870.84,21631.0,5319.0,725.0
178631,22507.746,20078.719,21603.0,5729.0,731.0
178632,20590.633,21536.629,21634.0,9362.0,725.0
178633,21342.578,20423.664,21622.0,8694.0,725.0
178634,21341.67,20358.682,21639.0,8756.0,725.0
178635,21011.781,20922.697,21630.0,5027.0,725.0
178636,22588.924,20066.178,21630.0,5554.0,731.0
178637,22669.602,20145.205,21635.0,8614.0,278.0
178638,21724.36,19949.023,21629.0,9086.0,382.0
178639,21579.361,20153.041,21643.0,9461.0,185.0
178640,21152.406,20703.557,21634.0,8951.0,725.0
178643,20469.693,21648.0,21631.0,4733.0,725.0
178644,22292.557,19982.875,21645.0,5228.0,731.0
178645,21020.346,20893.727,21634.0,5351.0,725.0
178646,21182.795,20727.326,21633.0,8818.0,725.0
178647,21194.773,20660.744,21638.0,4801.0,725.0
178648,22339.887,19956.098,21626.0,4851.0,731.0
178649,20447.447,21591.352,21631.0,5174.0,725.0
178650,20712.74,21316.582,21639.0,5834.0,725.0
178651,20114.305,22268.113,21631.0,8990.0,360.0
178653,20600.838,21485.33,21633.0,4819.0,725.0
178654,20551.467,21475.111,21633.0,5466.0,725.0
178655,20306.463,21670.682,21635.0,5152.0,725.0
178656,22404.744,20046.81,21618.0,8883.0,731.0
178659,21786.855,19957.428,21640.0,9027.0,382.0
178660,20347.752,21778.303,21635.0,9586.0,329.0
178661,21243.055,20384.79,21637.0,5693.0,330.0
178662,21544.928,20228.957,21647.0,8919.0,725.0
178663,20829.238,21122.959,21638.0,9232.0,725.0
178664,20568.809,21414.326,21639.0,9257.0,725.0
178665,20117.697,22181.932,21638.0,9491.0,360.0
178667,20171.225,22109.27,21641.0,8713.0,331.0
178668,21399.836,20247.28,21633.0,9048.0,725.0
178669,21622.033,20029.861,21623.0,9138.0,382.0
178670,20634.426,21294.193,21644.0,9154.0,725.0
178672,21467.166,20252.379,21644.0,4888.0,725.0
178673,21107.664,20656.26,21631.0,9110.0,725.0
178674,20887.39,20986.26,21640.0,4768.0,332.0
178675,20552.848,21491.016,21637.0,5255.0,725.0
178676,21351.79,20411.762,21645.0,5424.0,725.0
178677,22100.28,19949.627,21639.0,9180.0,327.0
178679,20253.14,21993.531,21640.0,4693.0,315.0
178680,21163.652,20867.885,21646.0,5096.0,725.0
178681,20155.047,22055.836,21642.0,5627.0,333.0
178682,21275.436,20495.025,21637.0,8865.0,725.0
178683,20265.21,21867.697,21644.0,5807.0,512.0
178684,20499.172,21417.496,21645.0,5449.0,725.0
178685,21843.291,20056.58,21653.0,4991.0,725.0
178687,20391.322,21539.314,21648.0,4674.0,725.0
178688,20746.447,21149.008,21646.0,5608.0,725.0
178691,20647.936,21219.53,21650.0,4610.0,725.0
178692,20415.744,21566.969,21649.0,5077.0,725.0
178693,21872.875,20086.752,21637.0,5653.0,725.0
178694,20868.287,20966.852,21651.0,5854.0,725.0
178695,20361.994,21759.012,21651.0,4925.0,725.0
178696,20153.188,22076.713,21650.0,5292.0,730.0
178697,20183.178,21971.623,21647.0,5118.0,730.0
178698,21024.762,20883.057,21659.0,5571.0,725.0
178699,20493.807,21501.783,21647.0,5736.0,725.0
178700,21507.879,20202.994,21644.0,5792.0,725.0
178701,22128.39,20047.826,21663.0,8673.0,334.0
178703,20385.6,21637.506,21652.0,5884.0,335.0
178704,20969.963,20939.994,21649.0,8492.0,725.0
178706,20989.049,20882.525,21650.0,4966.0,725.0
178707,21813.984,19949.322,21644.0,8977.0,382.0
178708,20377.062,21679.133,21651.0,9287.0,725.0
178709,21882.941,20164.422,21647.0,9389.0,725.0
178710,21149.127,20572.074,21655.0,4812.0,725.0
178711,20989.963,21007.557,21660.0,5204.0,725.0
178712,21348.703,20451.443,21660.0,8885.0,725.0
178713,22343.543,20108.979,21657.0,9412.0,731.0
178714,20776.291,21275.02,21655.0,5826.0,725.0
178715,20940.486,20947.434,21653.0,8584.0,725.0
178716,20249.154,21846.912,21658.0,8656.0,402.0
178717,21390.121,20384.72,21660.0,5329.0,725.0
178718,20294.934,21804.322,21655.0,5497.0,725.0
178719,20030.451,22432.744,21657.0,5536.0,336.0
178720,21287.104,20487.89,21656.0,5051.0,725.0
178721,21112.314,20709.54,21664.0,5392.0,725.0
178722,20934.045,20958.055,21657.0,8780.0,725.0
178723,20557.037,21495.385,21658.0,9343.0,725.0
178726,22342.393,20019.664,21650.0,5180.0,731.0
178727,21344.791,20403.586,21667.0,5720.0,725.0
178728,20583.379,21428.383,21655.0,8728.0,725.0
178729,20794.951,21053.229,21655.0,8962.0,725.0
178730,20887.172,21057.041,21659.0,9086.0,725.0
178731,20359.83,21608.215,21659.0,9128.0,725.0
178732,21582.068,20159.594,21659.0,5469.0,725.0
178733,20778.951,21040.354,21662.0,8761.0,725.0
178734,21641.023,19994.217,21669.0,5689.0,725.0
178735,20492.467,21509.129,21661.0,9144.0,725.0
178736,22040.16,20241.715,21653.0,9548.0,337.0
178739,20556.107,21524.252,21668.0,5669.0,725.0
178740,21583.438,20068.42,21671.0,9173.0,382.0
178741,22251.02,19984.14,21666.0,4796.0,321.0
178742,20790.943,21200.262,21655.0,5367.0,725.0
178743,20883.734,20970.432,21670.0,5605.0,725.0
178744,20591.414,21370.773,21663.0,9477.0,725.0
178745,21174.615,20723.404,21672.0,9324.0,725.0
178746,22445.582,20003.852,21680.0,5510.0,731.0
178747,22043.424,20055.361,21656.0,8830.0,725.0
178749,21749.375,19938.602,21667.0,4922.0,725.0
178750,22216.05,20054.812,21660.0,5764.0,338.0
178751,20873.908,21228.04,21668.0,8856.0,725.0
178752,20381.637,21644.943,21668.0,9038.0,725.0
178753,22088.629,19980.375,21671.0,5887.0,731.0
178754,20797.65,21195.818,21667.0,9106.0,725.0
178756,22005.174,19981.062,21674.0,5425.0,282.0
178757,20825.217,21187.836,21658.0,8707.0,725.0
178758,20801.467,21093.57,21673.0,5107.0,725.0
178759,20792.375,21167.28,21669.0,5634.0,725.0
178760,21201.348,20764.125,21668.0,5847.0,725.0
178761,21415.428,20317.459,21672.0,8945.0,725.0
178763,21751.068,20131.482,21669.0,4851.0,339.0
178764,20866.195,21093.658,21670.0,5793.0,725.0
178766,22117.838,19976.295,21659.0,4776.0,731.0
178767,20761.053,21213.379,21675.0,8564.0,725.0
178768,20270.576,21867.783,21673.0,5240.0,725.0
178769,20363.355,21737.477,21674.0,8582.0,340.0
178770,21991.469,20081.254,21667.0,8637.0,725.0
178772,20731.537,22225.434,21678.0,4629.0,341.0
178773,21928.422,20021.861,21680.0,5033.0,725.0
178774,22446.39,20069.062,21685.0,8702.0,731.0
178775,21607.895,20131.648,21676.0,8808.0,725.0
178776,20909.723,21449.26,21677.0,9448.0,342.0
178777,20886.852,21039.469,21676.0,9068.0,725.0
178778,20693.768,21804.21,21677.0,4611.0,303.0
178779,20113.355,22248.441,21678.0,4957.0,343.0
178780,20451.807,21605.57,21680.0,8777.0,725.0
178782,21017.953,20938.932,21683.0,5320.0,725.0
178783,20602.992,21289.139,21680.0,5551.0,725.0
178784,20720.207,21256.525,21683.0,8758.0,725.0
178785,20612.11,21473.365,21680.0,9402.0,725.0
178786,20383.166,21523.314,21686.0,5068.0,725.0
178787,20102.328,22255.145,21683.0,5597.0,730.0
178788,21639.336,20201.578,21680.0,8892.0,725.0
178789,20329.371,21706.68,21685.0,5338.0,725.0
178790,20784.564,21247.31,21681.0,5362.0,725.0
178791,20811.205,21107.168,21673.0,5651.0,725.0
178792,21789.256,20138.467,21682.0,5824.0,725.0
178793,21771.209,20152.42,21682.0,8602.0,725.0
178795,22184.297,19987.88,21678.0,5138.0,731.0
178796,22245.246,20045.012,21684.0,4886.0,321.0
178797,21143.176,20783.432,21685.0,5740.0,725.0
178798,22654.734,20133.955,21699.0,5942.0,731.0
178799,20401.986,21704.42,21682.0,8863.0,344.0
178800,21727.318,19968.89,21685.0,5289.0,725.0
178801,21126.61,20758.545,21686.0,9210.0,725.0
178802,19969.309,22536.223,21689.0,4979.0,246.0
178803,20983.545,21899.9,21694.0,9467.0,301.0
178804,20910.777,21039.787,21686.0,5466.0,725.0
178805,20466.725,21585.803,21693.0,5566.0,725.0
178806,21340.268,20495.346,21693.0,9156.0,725.0
178807,21138.822,20740.027,21690.0,9342.0,725.0
178808,20837.35,21196.412,21691.0,9385.0,345.0
178810,20809.715,21159.277,21692.0,8967.0,725.0
178812,20960.275,20887.504,21693.0,5783.0,346.0
178813,21850.92,20159.387,21688.0,8548.0,725.0
178814,21132.443,20766.412,21695.0,9296.0,725.0
178815,20854.777,21098.83,21695.0,5903.0,725.0
178816,21208.225,20659.852,21694.0,8525.0,725.0
178818,22127.72,19996.945,21697.0,5690.0,731.0
178819,20981.455,20893.691,21691.0,4999.0,725.0
178820,21084.553,20867.414,21685.0,5254.0,725.0
178821,22175.828,19938.193,21682.0,9009.0,318.0
178822,21302.154,20467.748,21695.0,5200.0,725.0
178823,21265.568,20609.383,21693.0,5859.0,725.0
178824,22561.59,20289.682,21681.0,9505.0,244.0
178825,20523.014,21487.547,21699.0,5232.0,725.0
178827,20602.568,21431.41,21699.0,8902.0,725.0
178828,21597.21,20325.975,21691.0,9273.0,347.0
178829,22569.893,20071.805,21702.0,4824.0,731.0
178830,21151.828,20765.15,21701.0,4933.0,725.0
178831,22176.637,19916.98,21691.0,5088.0,731.0
178832,20187.94,22057.861,21694.0,5124.0,730.0
178833,20210.885,21960.305,21699.0,5446.0,730.0
178834,21271.137,20558.258,21697.0,8833.0,725.0
178835,20264.848,21921.354,21697.0,8991.0,402.0
178836,20840.414,21944.707,21695.0,9420.0,348.0
178837,20994.31,22268.244,21699.0,4623.0,299.0
178838,20559.902,21465.879,21700.0,4911.0,725.0
178839,20776.674,21201.633,21698.0,5384.0,725.0
178841,20784.102,21110.248,21705.0,5427.0,725.0
178842,21277.123,20554.764,21698.0,5816.0,725.0
178843,21828.016,20081.768,21718.0,8511.0,725.0
178844,21270.727,20603.23,21705.0,8802.0,725.0
178845,21514.875,20211.43,21710.0,8869.0,725.0
178846,21014.994,20953.201,21706.0,4856.0,725.0
178848,20815.215,21162.758,21693.0,8640.0,725.0
178849,20732.385,21311.047,21701.0,8818.0,725.0
178850,20668.992,21138.281,21697.0,5621.0,725.0
178851,20817.559,21229.582,21704.0,8620.0,725.0
178852,20994.715,20964.436,21705.0,9045.0,725.0
178853,20656.727,21229.098,21707.0,9236.0,725.0
178854,22007.703,20466.447,21709.0,9440.0,349.0
178855,20729.436,21267.83,21712.0,5124.0,725.0
178856,21668.564,19996.002,21705.0,5327.0,725.0
178857,20858.676,21080.414,21706.0,8688.0,725.0
178858,21559.37,20117.062,21692.0,8926.0,725.0
178859,20590.34,21438.736,21708.0,8769.0,725.0
178861,21748.1,20041.451,21718.0,5751.0,725.0
178862,20942.074,21081.916,21702.0,9122.0,725.0
178863,21201.41,20674.1,21715.0,5044.0,725.0
178864,21257.709,20600.77,21704.0,5550.0,725.0
178866,20289.72,21824.656,21712.0,8593.0,402.0
178867,21314.574,20567.977,21705.0,9351.0,725.0
178868,20056.36,22376.16,21713.0,5707.0,350.0
178870,20609.973,22273.262,21713.0,9390.0,351.0
178873,20716.94,21338.402,21715.0,8537.0,725.0
178874,22288.256,20053.617,21713.0,8665.0,731.0
178875,21898.402,20035.156,21728.0,5074.0,725.0
178876,20127.16,22136.633,21715.0,5172.0,730.0
178877,21556.445,20147.398,21709.0,5593.0,725.0
178878,20052.852,22369.895,21712.0,5777.0,350.0
178879,20490.957,21594.98,21711.0,8915.0,725.0
178880,20312.133,21732.441,21715.0,9023.0,402.0
178881,21183.455,20634.516,21718.0,5276.0,725.0
178882,22335.1,19988.754,21727.0,8838.0,731.0
178883,20328.53,21752.662,21716.0,9088.0,402.0
178885,20835.412,21144.072,21713.0,4905.0,725.0
178886,22606.486,20091.537,21722.0,5660.0,731.0
178887,22307.205,20078.854,21700.0,8735.0,731.0
178888,21101.559,21011.643,21713.0,9326.0,352.0
178890,20175.064,22270.38,21717.0,4763.0,353.0
178891,20934.805,21037.584,21725.0,5005.0,725.0
178892,20940.402,21932.277,21723.0,8788.0,354.0
178894,21726.447,20151.014,21718.0,8478.0,725.0
178895,21362.824,20537.607,21715.0,8559.0,725.0
178896,20832.898,21205.16,21723.0,8642.0,725.0
178897,21219.582,20751.768,21718.0,9198.0,725.0
178898,21303.922,20533.605,21721.0,5890.0,725.0
178899,21038.084,20995.355,21724.0,5238.0,725.0
178900,20486.148,21642.88,21723.0,5345.0,725.0
178901,21410.129,20452.523,21725.0,5407.0,725.0
178902,20174.994,22114.03,21720.0,5435.0,730.0
178903,21992.863,20085.53,21727.0,5983.0,731.0
178904,21172.385,20817.182,21724.0,4948.0,725.0
178905,21426.469,20379.69,21720.0,5469.0,725.0
178906,22509.29,20082.666,21724.0,5811.0,731.0
178907,21684.875,20004.803,21725.0,8933.0,382.0
178908,22291.531,20029.156,21721.0,5196.0,731.0
178909,21770.191,20136.262,21723.0,5866.0,725.0
178910,20831.83,21146.85,21728.0,5542.0,725.0
178911,20472.576,21568.482,21725.0,8616.0,725.0
178912,20114.504,22224.518,21723.0,9289.0,360.0
178913,21115.285,20912.082,21729.0,4866.0,725.0
178914,21890.242,20063.727,21741.0,5493.0,725.0
178915,20915.977,21101.834,21725.0,5953.0,725.0
178916,20622.967,21391.113,21718.0,8581.0,725.0
178917,21050.83,22563.19,21729.0,9410.0,363.0
178918,21175.502,20631.07,21728.0,4886.0,725.0
178919,20496.643,21625.396,21732.0,5135.0,725.0
178920,21375.344,20413.145,21723.0,9070.0,725.0
178921,21215.957,20689.121,21732.0,9244.0,725.0
178922,20443.736,21630.088,21735.0,4734.0,725.0
178923,20745.518,21225.508,21730.0,4837.0,725.0
178925,21098.146,20897.064,21736.0,5173.0,725.0
178926,22083.912,19999.53,21734.0,5725.0,731.0
178927,21649.527,20019.494,21726.0,8972.0,382.0
178928,21286.379,20626.13,21720.0,9134.0,725.0
178929,20443.137,21624.914,21732.0,9150.0,725.0
178931,20905.207,21103.602,21721.0,4974.0,725.0
178932,20512.615,21608.875,21737.0,8735.0,725.0
178933,22146.273,20003.514,21735.0,5517.0,731.0
178934,21658.248,20263.688,21730.0,8702.0,725.0
178935,21066.34,20816.04,21732.0,9269.0,725.0
178936,21073.027,20925.756,21741.0,5263.0,725.0
178937,22484.033,20094.877,21733.0,5915.0,731.0
178938,22506.053,20078.156,21742.0,8439.0,731.0
178939,20844.816,21145.158,21724.0,8887.0,725.0
178940,21294.793,20589.676,21738.0,8905.0,725.0
178941,21169.502,20650.174,21725.0,9005.0,725.0
178942,20977.541,21022.48,21735.0,4760.0,725.0
178943,20980.717,22237.998,21735.0,9364.0,355.0
178944,21067.709,20650.88,21740.0,8495.0,356.0
178945,20197.213,21923.828,21738.0,5372.0,730.0
178946,20927.104,20960.34,21740.0,5058.0,725.0
178947,21045.646,22555.617,21741.0,9318.0,363.0
178948,20286.822,21879.484,21740.0,5104.0,725.0
178949,20681.633,22211.91,21740.0,8762.0,357.0
178950,20849.027,21162.95,21735.0,5576.0,725.0
178951,22120.562,20053.41,21747.0,6005.0,731.0
178952,21235.277,20653.775,21747.0,5043.0,725.0
178953,20470.459,21624.742,21742.0,5323.0,725.0
178954,20309.91,21842.934,21740.0,8670.0,402.0
178955,21521.395,20220.293,21751.0,6030.0,725.0
178956,21632.104,20596.424,21751.0,8787.0,358.0
178957,21895.582,20046.498,21734.0,5296.0,725.0
178958,20801.777,21171.502,21749.0,5355.0,725.0
178959,21369.258,20422.459,21742.0,8621.0,725.0
178960,20071.66,22364.447,21744.0,9091.0,517.0
178961,21026.66,20990.674,21749.0,4878.0,725.0
178962,20244.254,21963.066,21748.0,5246.0,730.0
178963,22373.398,19997.219,21748.0,5614.0,731.0
178964,21398.363,20387.256,21749.0,8473.0,725.0
178965,21343.85,20514.717,21745.0,8865.0,725.0
178966,20500.516,21612.342,21747.0,8971.0,725.0
178967,21720.404,20043.719,21755.0,8987.0,382.0
178968,21299.312,20542.225,21744.0,4906.0,725.0
178969,21734.887,19989.793,21749.0,4951.0,725.0
178970,22292.945,19982.729,21767.0,5193.0,731.0
178971,20857.336,21175.537,21746.0,8582.0,725.0
178972,21334.084,20628.83,21757.0,9242.0,725.0
178973,21913.508,20058.207,21747.0,4850.0,725.0
178974,20134.82,22214.326,21750.0,5763.0,730.0
178976,21248.656,20667.564,21748.0,5674.0,725.0
178978,21535.9,20179.086,21758.0,4928.0,725.0
